Payment_ID,Student_ID,Month,Tuition_Fee,Transport_Fee,Total_Fee,Amount_Paid,Payment_Date,Payment_Mode
31129,129,01-08-2024,2500,0,2500,2500,03-08-2024,Cash
31130,130,01-08-2024,2500,1200,3700,3700,02-08-2024,UPI
31131,131,01-08-2024,2500,800,3300,3300,25-08-2024,Cash
31132,132,01-08-2024,2000,1200,3200,0,,Bank Transfer
31133,133,01-08-2024,1500,0,1500,1500,02-08-2024,Bank Transfer
31134,134,01-08-2024,4000,0,4000,4000,25-08-2024,Bank Transfer
31135,135,01-08-2024,2500,0,2500,2500,03-08-2024,UPI
31136,136,01-08-2024,2000,800,2800,2800,19-08-2024,Cash
31137,137,01-08-2024,4000,0,4000,4000,17-08-2024,Bank Transfer
31138,138,01-08-2024,1500,0,1500,1500,03-08-2024,UPI
31139,139,01-08-2024,1500,1600,3100,3100,04-08-2024,Card
31140,140,01-08-2024,1500,0,1500,1500,02-08-2024,Cash
31141,141,01-08-2024,2000,0,2000,1251.55058,08-08-2024,UPI
31142,142,01-08-2024,1500,1600,3100,3100,26-08-2024,Card
31143,143,01-08-2024,1500,1600,3100,3100,05-08-2024,UPI
31144,144,01-08-2024,2000,1200,3200,3200,02-08-2024,Cash
31145,145,01-08-2024,3200,800,4000,4000,22-08-2024,Bank Transfer
31146,146,01-08-2024,2500,1600,4100,4100,04-08-2024,Bank Transfer
31147,147,01-08-2024,2500,1200,3700,3700,04-08-2024,UPI
31148,148,01-08-2024,4000,0,4000,4000,03-08-2024,Bank Transfer
31149,149,01-08-2024,3200,0,3200,0,,Card
31150,150,01-08-2024,3200,0,3200,3200,01-08-2024,Card
31151,151,01-08-2024,3200,800,4000,0,,Card
31152,152,01-08-2024,4000,1200,5200,5200,03-08-2024,Bank Transfer
31153,153,01-08-2024,1500,800,2300,2300,02-08-2024,Cash
31154,154,01-08-2024,2500,1600,4100,4100,24-08-2024,Cash
31155,155,01-08-2024,1500,0,1500,1500,02-08-2024,Card
31156,156,01-08-2024,2000,0,2000,2000,21-08-2024,Bank Transfer
31157,157,01-08-2024,2000,1200,3200,3200,05-08-2024,Cash
31158,158,01-08-2024,2000,0,2000,2000,03-08-2024,Card
31159,159,01-08-2024,2500,0,2500,2500,04-08-2024,Bank Transfer
31160,160,01-08-2024,2500,1200,3700,3700,05-08-2024,Bank Transfer
31161,161,01-08-2024,4000,0,4000,4000,03-08-2024,UPI
31162,162,01-08-2024,2000,1200,3200,3200,04-08-2024,Cash
31163,163,01-08-2024,2500,1200,3700,3700,03-08-2024,Cash
31164,164,01-08-2024,4000,1600,5600,5600,01-08-2024,Cash
31165,165,01-08-2024,1500,1200,2700,2700,04-08-2024,UPI
31166,166,01-08-2024,2000,1600,3600,3600,04-08-2024,Cash
31167,167,01-08-2024,4000,1600,5600,2247.930345,05-08-2024,UPI
31168,168,01-08-2024,1500,1600,3100,3100,05-08-2024,UPI
31169,169,01-08-2024,3200,1200,4400,4400,04-08-2024,UPI
31170,170,01-08-2024,3200,1600,4800,4800,05-08-2024,Bank Transfer
31171,171,01-08-2024,2000,1600,3600,3600,01-08-2024,Bank Transfer
31172,172,01-08-2024,2000,1600,3600,3600,05-08-2024,Cash
31173,173,01-08-2024,4000,1200,5200,5200,01-08-2024,UPI
31174,174,01-08-2024,4000,800,4800,4800,01-08-2024,Cash
31175,175,01-08-2024,4000,1600,5600,5600,03-08-2024,UPI
31176,176,01-08-2024,4000,800,4800,4800,03-08-2024,Bank Transfer
31177,177,01-08-2024,2000,1600,3600,3600,05-08-2024,Card
31178,178,01-08-2024,4000,0,4000,4000,05-08-2024,Bank Transfer
31179,179,01-08-2024,3200,1600,4800,2894.335502,10-08-2024,Bank Transfer
31180,180,01-08-2024,2500,1600,4100,4100,04-08-2024,Cash
31181,181,01-08-2024,4000,0,4000,4000,02-08-2024,Bank Transfer
31182,182,01-08-2024,3200,0,3200,1884.382786,09-08-2024,Card
31183,183,01-08-2024,2500,0,2500,2500,05-08-2024,UPI
31184,184,01-08-2024,1500,0,1500,0,,UPI
31185,185,01-08-2024,1500,800,2300,2300,03-08-2024,Cash
31186,186,01-08-2024,3200,800,4000,4000,03-08-2024,UPI
31187,187,01-08-2024,4000,1600,5600,5600,01-08-2024,Card
31188,188,01-08-2024,3200,1200,4400,4400,02-08-2024,Card
31189,189,01-08-2024,2000,1600,3600,3600,01-08-2024,Bank Transfer
31190,190,01-08-2024,3200,1200,4400,4400,03-08-2024,Cash
31191,191,01-08-2024,1500,1600,3100,3100,02-08-2024,UPI
31192,192,01-08-2024,2500,0,2500,2500,30-08-2024,Bank Transfer
31193,193,01-08-2024,2000,0,2000,2000,01-08-2024,Card
31194,194,01-08-2024,2500,1600,4100,4100,05-08-2024,Card
31195,195,01-08-2024,4000,0,4000,1356.78177,09-08-2024,UPI
31196,196,01-08-2024,3200,1200,4400,4400,05-08-2024,Cash
31197,197,01-08-2024,2000,0,2000,2000,13-08-2024,Bank Transfer
31198,198,01-08-2024,1500,800,2300,2300,04-08-2024,Card
31199,199,01-08-2024,1500,0,1500,1500,03-08-2024,UPI
31200,200,01-08-2024,3200,1600,4800,2459.782139,04-08-2024,Bank Transfer
31201,201,01-08-2024,4000,1200,5200,0,,Cash
31202,202,01-08-2024,2500,800,3300,3300,01-08-2024,Bank Transfer
31203,203,01-08-2024,4000,1600,5600,5600,02-08-2024,Cash
31204,204,01-08-2024,2000,800,2800,0,,Bank Transfer
31205,205,01-08-2024,2500,800,3300,3300,05-08-2024,UPI
31206,206,01-08-2024,3200,1600,4800,4800,05-08-2024,Cash
31207,207,01-08-2024,2000,1600,3600,3600,03-08-2024,Bank Transfer
31208,208,01-08-2024,1500,1600,3100,3100,05-08-2024,Card
31209,209,01-08-2024,1500,0,1500,1500,01-08-2024,Bank Transfer
31210,210,01-08-2024,3200,1600,4800,4800,21-08-2024,Card
31211,211,01-08-2024,2000,1600,3600,3600,14-08-2024,UPI
31212,212,01-08-2024,4000,800,4800,4800,01-08-2024,Card
31213,213,01-08-2024,2500,0,2500,2500,05-08-2024,Card
31214,214,01-08-2024,1500,1200,2700,2700,05-08-2024,Card
31215,215,01-08-2024,1500,0,1500,1500,02-08-2024,UPI
31216,216,01-08-2024,1500,0,1500,1500,02-08-2024,Cash
31217,217,01-08-2024,2000,1600,3600,2180.412463,04-08-2024,UPI
31218,218,01-08-2024,1500,800,2300,2300,02-08-2024,Cash
31219,219,01-08-2024,2500,0,2500,945.4346803,03-08-2024,Bank Transfer
31220,220,01-08-2024,1500,0,1500,1500,21-08-2024,Cash
31221,221,01-08-2024,4000,800,4800,4800,29-08-2024,UPI
31222,222,01-08-2024,1500,1200,2700,2700,03-08-2024,Bank Transfer
31223,223,01-08-2024,1500,0,1500,1500,02-08-2024,Bank Transfer
31224,224,01-08-2024,1500,800,2300,2300,01-08-2024,Card
31225,225,01-08-2024,4000,0,4000,4000,03-08-2024,Cash
31226,226,01-08-2024,2000,1200,3200,0,,Cash
31227,227,01-08-2024,2500,800,3300,3300,01-08-2024,UPI
31228,228,01-08-2024,2000,0,2000,2000,03-08-2024,Cash
31229,229,01-08-2024,1500,1200,2700,2700,04-08-2024,Cash
31230,230,01-08-2024,1500,1600,3100,3100,03-08-2024,UPI
31231,231,01-08-2024,1500,800,2300,2300,01-08-2024,Card
31232,232,01-08-2024,1500,800,2300,2300,15-08-2024,Bank Transfer
31233,233,01-08-2024,2000,1600,3600,3600,03-08-2024,Card
31234,234,01-08-2024,4000,1600,5600,5600,04-08-2024,Cash
31235,235,01-08-2024,3200,1600,4800,4800,02-08-2024,Bank Transfer
31236,236,01-08-2024,2000,0,2000,0,,Bank Transfer
31237,237,01-08-2024,2500,1600,4100,4100,02-08-2024,Cash
31238,238,01-08-2024,2000,800,2800,2800,01-08-2024,Bank Transfer
31239,239,01-08-2024,2500,1200,3700,3700,01-08-2024,UPI
31240,240,01-08-2024,4000,0,4000,4000,03-08-2024,Card
31241,241,01-08-2024,2500,0,2500,2500,01-08-2024,Cash
31242,242,01-08-2024,4000,1600,5600,0,,Cash
31243,243,01-08-2024,1500,1200,2700,2700,03-08-2024,Cash
31244,244,01-08-2024,2000,1200,3200,3200,03-08-2024,Bank Transfer
31245,245,01-08-2024,2500,0,2500,2500,01-08-2024,Card
31246,246,01-08-2024,2000,0,2000,2000,05-08-2024,Card
31247,247,01-08-2024,2000,1600,3600,3600,04-08-2024,Bank Transfer
31248,248,01-08-2024,1500,0,1500,1500,01-08-2024,Cash
31249,249,01-08-2024,2000,0,2000,2000,05-08-2024,Card
31250,250,01-08-2024,2000,800,2800,2800,03-08-2024,Card
31251,251,01-08-2024,4000,1200,5200,1685.05898,03-08-2024,UPI
31252,252,01-08-2024,1500,800,2300,2300,26-08-2024,UPI
31253,253,01-08-2024,3200,1200,4400,4400,05-08-2024,Card
31254,254,01-08-2024,4000,0,4000,4000,05-08-2024,UPI
31255,255,01-08-2024,4000,1600,5600,5600,03-08-2024,Cash
31256,256,01-08-2024,2000,1600,3600,3600,01-08-2024,UPI
31257,257,01-08-2024,1500,800,2300,2300,05-08-2024,Bank Transfer
31258,258,01-08-2024,2000,1200,3200,3200,04-08-2024,Card
31259,259,01-08-2024,4000,1200,5200,5200,01-08-2024,Cash
31260,260,01-08-2024,4000,1200,5200,5200,30-08-2024,Card
31261,261,01-08-2024,2000,1600,3600,0,,Cash
31262,262,01-08-2024,1500,1200,2700,2700,14-08-2024,Card
31263,263,01-08-2024,3200,1600,4800,4800,01-08-2024,Cash
31264,264,01-08-2024,1500,800,2300,2300,02-08-2024,Card
31265,265,01-08-2024,1500,800,2300,2300,01-08-2024,Card
31266,266,01-08-2024,2000,1200,3200,3200,15-08-2024,Cash
31267,267,01-08-2024,2500,1600,4100,4100,03-08-2024,Cash
31268,268,01-08-2024,2000,1600,3600,3600,04-08-2024,Card
31269,269,01-08-2024,3200,1200,4400,4400,02-08-2024,Cash
31270,270,01-08-2024,1500,1200,2700,2700,05-08-2024,Cash
31271,271,01-08-2024,2500,0,2500,2500,05-08-2024,Card
31272,272,01-08-2024,2500,800,3300,0,,Bank Transfer
31273,273,01-08-2024,1500,1200,2700,2700,01-08-2024,Cash
31274,274,01-08-2024,2500,0,2500,2500,02-08-2024,Cash
31275,275,01-08-2024,1500,1600,3100,3100,03-08-2024,Bank Transfer
31276,276,01-08-2024,4000,1200,5200,5200,02-08-2024,Bank Transfer
31277,277,01-08-2024,4000,0,4000,4000,03-08-2024,UPI
31278,278,01-08-2024,3200,0,3200,1429.123129,07-08-2024,Card
31279,279,01-08-2024,3200,1200,4400,0,,UPI
31280,280,01-08-2024,1500,1600,3100,3100,05-08-2024,Card
31281,281,01-08-2024,2500,1600,4100,4100,03-08-2024,UPI
31282,282,01-08-2024,3200,1200,4400,4400,05-08-2024,Bank Transfer
31283,283,01-08-2024,1500,1200,2700,2700,01-08-2024,UPI
31284,284,01-08-2024,2500,1200,3700,3700,01-08-2024,Bank Transfer
31285,285,01-08-2024,4000,1600,5600,3091.281334,05-08-2024,Bank Transfer
31286,286,01-08-2024,3200,1200,4400,4400,04-08-2024,UPI
31287,287,01-08-2024,3200,0,3200,3200,01-08-2024,UPI
31288,288,01-08-2024,2000,1600,3600,3600,03-08-2024,UPI
31289,289,01-08-2024,4000,800,4800,0,,UPI
31290,290,01-08-2024,1500,1600,3100,3100,03-08-2024,Bank Transfer
31291,291,01-08-2024,1500,1200,2700,2700,04-08-2024,Bank Transfer
31292,292,01-08-2024,1500,1600,3100,3100,22-08-2024,Card
31293,293,01-08-2024,4000,1600,5600,2341.11369,05-08-2024,Bank Transfer
31294,294,01-08-2024,2000,1200,3200,3200,03-08-2024,Bank Transfer
31295,295,01-08-2024,2000,1600,3600,3600,04-08-2024,Bank Transfer
31296,296,01-08-2024,4000,800,4800,4800,04-08-2024,Card
31297,297,01-08-2024,2500,800,3300,3300,05-08-2024,Cash
31298,298,01-08-2024,3200,1200,4400,2070.84932,10-08-2024,Card
31299,299,01-08-2024,3200,1200,4400,4400,01-08-2024,Cash
31300,300,01-08-2024,1500,0,1500,1500,05-08-2024,Cash
31301,301,01-08-2024,1500,1200,2700,2700,02-08-2024,Cash
31302,302,01-08-2024,1500,1200,2700,2700,01-08-2024,Cash
31303,303,01-08-2024,2000,1600,3600,3600,04-08-2024,UPI
31304,304,01-08-2024,2500,800,3300,3300,01-08-2024,UPI
31305,305,01-08-2024,2000,0,2000,2000,04-08-2024,Cash
31306,306,01-08-2024,2500,1600,4100,4100,01-08-2024,UPI
31307,307,01-08-2024,1500,0,1500,1500,05-08-2024,Cash
31308,308,01-08-2024,2500,800,3300,3300,04-08-2024,Cash
31309,309,01-08-2024,2000,1200,3200,3200,03-08-2024,Card
31310,310,01-08-2024,4000,1200,5200,5200,04-08-2024,Card
31311,311,01-08-2024,1500,0,1500,1500,01-08-2024,UPI
31312,312,01-08-2024,2500,800,3300,3300,02-08-2024,Bank Transfer
31313,313,01-08-2024,2000,1200,3200,3200,04-08-2024,Card
31314,314,01-08-2024,2000,0,2000,2000,02-08-2024,Card
31315,315,01-08-2024,2500,1600,4100,4100,02-08-2024,Card
31316,316,01-08-2024,2000,1200,3200,3200,02-08-2024,UPI
31317,317,01-08-2024,1500,800,2300,2300,03-08-2024,Bank Transfer
31318,318,01-08-2024,3200,0,3200,3200,01-08-2024,Bank Transfer
31319,319,01-08-2024,1500,800,2300,1027.605989,09-08-2024,Cash
31320,320,01-08-2024,3200,0,3200,3200,04-08-2024,Cash
31321,321,01-08-2024,1500,0,1500,1500,02-08-2024,Bank Transfer
31322,322,01-08-2024,1500,1200,2700,2700,22-08-2024,UPI
31323,323,01-08-2024,1500,1600,3100,3100,05-08-2024,Card
31324,324,01-08-2024,2000,800,2800,2800,25-08-2024,Bank Transfer
31325,325,01-08-2024,1500,1200,2700,2700,05-08-2024,Card
31326,326,01-08-2024,3200,0,3200,3200,29-08-2024,Cash
31327,327,01-08-2024,2000,0,2000,2000,17-08-2024,Bank Transfer
31328,328,01-08-2024,1500,1600,3100,3100,05-08-2024,Bank Transfer
31329,329,01-08-2024,2000,1600,3600,3600,03-08-2024,Card
31330,330,01-08-2024,1500,800,2300,0,,Cash
31331,331,01-08-2024,2000,800,2800,2800,03-08-2024,Card
31332,332,01-08-2024,2000,800,2800,0,,Cash
31333,333,01-08-2024,2500,1200,3700,3700,05-08-2024,Bank Transfer
31334,334,01-08-2024,2500,1200,3700,3700,28-08-2024,Bank Transfer
31335,335,01-08-2024,2500,1200,3700,3700,01-08-2024,Cash
31336,336,01-08-2024,1500,1200,2700,2700,02-08-2024,Card
31337,337,01-08-2024,1500,1200,2700,2700,01-08-2024,UPI
31338,338,01-08-2024,1500,1600,3100,3100,02-08-2024,Cash
31339,339,01-08-2024,4000,0,4000,4000,26-08-2024,Card
31340,340,01-08-2024,4000,1200,5200,3349.366198,05-08-2024,Card
31341,341,01-08-2024,1500,0,1500,1500,04-08-2024,Card
31342,342,01-08-2024,2000,0,2000,2000,05-08-2024,Card
31343,343,01-08-2024,2500,800,3300,3300,03-08-2024,UPI
31344,344,01-08-2024,2000,0,2000,2000,05-08-2024,UPI
31345,345,01-08-2024,2000,1600,3600,3600,24-08-2024,UPI
31346,346,01-08-2024,2000,1600,3600,3600,01-08-2024,Bank Transfer
31347,347,01-08-2024,1500,1200,2700,2700,02-08-2024,Bank Transfer
31348,348,01-08-2024,2000,1600,3600,3600,03-08-2024,UPI
31349,349,01-08-2024,2500,1200,3700,3700,04-08-2024,Card
31350,350,01-08-2024,4000,1600,5600,5600,01-08-2024,Card
31351,351,01-08-2024,4000,1600,5600,5600,01-08-2024,UPI
31352,352,01-08-2024,1500,1600,3100,3100,01-08-2024,Cash
31353,353,01-08-2024,2000,1600,3600,3600,01-08-2024,Bank Transfer
31354,354,01-08-2024,1500,0,1500,1500,05-08-2024,Card
31355,355,01-08-2024,4000,800,4800,0,,UPI
31356,356,01-08-2024,1500,1200,2700,2700,05-08-2024,Card
31357,357,01-08-2024,2000,0,2000,814.4900178,04-08-2024,Card
31358,358,01-08-2024,4000,1200,5200,5200,01-08-2024,Cash
31359,359,01-08-2024,1500,800,2300,2300,20-08-2024,Cash
31360,360,01-08-2024,2000,800,2800,2800,02-08-2024,UPI
31361,361,01-08-2024,1500,1200,2700,2700,16-08-2024,Cash
31362,362,01-08-2024,1500,0,1500,1500,04-08-2024,Bank Transfer
31363,363,01-08-2024,1500,1600,3100,3100,04-08-2024,UPI
31364,364,01-08-2024,4000,0,4000,4000,22-08-2024,UPI
31365,365,01-08-2024,4000,1600,5600,5600,05-08-2024,Card
31366,366,01-08-2024,2000,1600,3600,0,,Bank Transfer
31367,367,01-08-2024,2000,1200,3200,3200,25-08-2024,Card
31368,368,01-08-2024,1500,1600,3100,3100,05-08-2024,Cash
31369,369,01-08-2024,4000,800,4800,4800,05-08-2024,UPI
31370,370,01-08-2024,3200,0,3200,3200,03-08-2024,Bank Transfer
31371,371,01-08-2024,2000,0,2000,2000,05-08-2024,Cash
31372,372,01-08-2024,2500,1200,3700,3700,02-08-2024,UPI
31373,373,01-08-2024,1500,0,1500,1500,01-08-2024,Card
31374,374,01-08-2024,2000,0,2000,2000,05-08-2024,UPI
31375,375,01-08-2024,1500,1600,3100,3100,05-08-2024,UPI
31376,376,01-08-2024,4000,800,4800,4800,04-08-2024,UPI
31377,377,01-08-2024,1500,1600,3100,3100,01-08-2024,Cash
31378,378,01-08-2024,2000,1600,3600,3600,01-08-2024,UPI
31379,379,01-08-2024,2000,1200,3200,3200,24-08-2024,Card
31380,380,01-08-2024,2500,800,3300,3300,04-08-2024,Card
31381,381,01-08-2024,1500,0,1500,1500,01-08-2024,Card
31382,382,01-08-2024,1500,800,2300,2300,02-08-2024,UPI
31383,383,01-08-2024,1500,1600,3100,3100,05-08-2024,Cash
31384,384,01-08-2024,3200,0,3200,3200,04-08-2024,Bank Transfer
31385,385,01-08-2024,3200,0,3200,3200,05-08-2024,Card
31386,386,01-08-2024,2000,1200,3200,3200,03-08-2024,UPI
31387,387,01-08-2024,3200,0,3200,3200,03-08-2024,Card
31388,388,01-08-2024,1500,800,2300,2300,02-08-2024,Cash
31389,389,01-08-2024,2500,800,3300,3300,05-08-2024,UPI
31390,390,01-08-2024,2500,1600,4100,4100,02-08-2024,UPI
31391,391,01-08-2024,1500,1200,2700,2700,03-08-2024,Cash
31392,392,01-08-2024,2000,1200,3200,0,,Bank Transfer
31393,393,01-08-2024,2500,1600,4100,4100,01-08-2024,Card
31394,394,01-08-2024,1500,800,2300,2300,04-08-2024,Card
31395,395,01-08-2024,4000,1200,5200,5200,01-08-2024,Card
31396,396,01-08-2024,3200,1600,4800,4800,03-08-2024,UPI
31397,397,01-08-2024,1500,0,1500,1500,04-08-2024,UPI
31398,398,01-08-2024,3200,1600,4800,3194.157565,04-08-2024,Cash
31399,399,01-08-2024,1500,1200,2700,2700,02-08-2024,Bank Transfer
31400,400,01-08-2024,2500,1200,3700,3700,02-08-2024,Bank Transfer
31401,401,01-08-2024,1500,800,2300,2300,24-08-2024,Bank Transfer
31402,402,01-08-2024,3200,800,4000,4000,04-08-2024,Bank Transfer
31403,403,01-08-2024,4000,0,4000,4000,02-08-2024,Bank Transfer
31404,404,01-08-2024,2000,1200,3200,3200,01-08-2024,Cash
31405,405,01-08-2024,2500,800,3300,3300,05-08-2024,Cash
31406,406,01-08-2024,3200,1600,4800,4800,01-08-2024,Card
31407,407,01-08-2024,2500,1600,4100,4100,05-08-2024,Cash
31408,408,01-08-2024,3200,1600,4800,4800,03-08-2024,Card
31409,409,01-08-2024,1500,1200,2700,0,,Card
31410,410,01-08-2024,1500,1200,2700,2700,04-08-2024,Cash
31411,411,01-08-2024,3200,1200,4400,4400,05-08-2024,Cash
31412,412,01-08-2024,2500,800,3300,3300,05-08-2024,Cash
31413,413,01-08-2024,4000,1600,5600,5600,02-08-2024,Bank Transfer
31414,414,01-08-2024,3200,0,3200,3200,05-08-2024,Bank Transfer
31415,415,01-08-2024,2500,0,2500,2500,02-08-2024,UPI
31416,416,01-08-2024,3200,0,3200,3200,01-08-2024,Bank Transfer
31417,417,01-08-2024,2000,1200,3200,3200,01-08-2024,Card
31418,418,01-08-2024,2000,1600,3600,3600,02-08-2024,Bank Transfer
31419,419,01-08-2024,1500,1200,2700,2700,12-08-2024,Card
31420,420,01-08-2024,2500,1600,4100,4100,05-08-2024,Bank Transfer
31421,421,01-08-2024,4000,1600,5600,5600,01-08-2024,UPI
31422,422,01-08-2024,1500,800,2300,2300,01-08-2024,UPI
31423,423,01-08-2024,2500,1200,3700,3700,12-08-2024,Cash
31424,424,01-08-2024,4000,0,4000,4000,02-08-2024,UPI
31425,425,01-08-2024,1500,1200,2700,1177.866499,04-08-2024,Cash
31426,426,01-08-2024,1500,800,2300,2300,05-08-2024,Bank Transfer
31427,427,01-08-2024,2500,1200,3700,3700,04-08-2024,Bank Transfer
31428,428,01-08-2024,2000,0,2000,2000,11-08-2024,Card
31429,429,01-08-2024,1500,1600,3100,3100,01-08-2024,UPI
31430,430,01-08-2024,3200,1600,4800,4800,12-08-2024,Card
31431,431,01-08-2024,3200,800,4000,4000,14-08-2024,UPI
31432,432,01-08-2024,2000,1600,3600,3600,03-08-2024,Card
31433,433,01-08-2024,3200,1200,4400,4400,05-08-2024,UPI
31434,434,01-08-2024,3200,0,3200,3200,05-08-2024,UPI
31435,435,01-08-2024,2000,1600,3600,3600,02-08-2024,Card
31436,436,01-08-2024,1500,800,2300,2300,30-08-2024,UPI
31437,437,01-08-2024,2000,800,2800,2800,22-08-2024,Cash
31438,438,01-08-2024,3200,800,4000,4000,03-08-2024,UPI
31439,439,01-08-2024,2000,1200,3200,3200,02-08-2024,Bank Transfer
31440,440,01-08-2024,2000,1200,3200,3200,02-08-2024,UPI
31441,441,01-08-2024,4000,1600,5600,5600,04-08-2024,Cash
31442,442,01-08-2024,4000,1600,5600,5600,22-08-2024,Bank Transfer
31443,443,01-08-2024,2000,1200,3200,3200,05-08-2024,UPI
31444,444,01-08-2024,1500,800,2300,2300,04-08-2024,Cash
31445,445,01-08-2024,2500,800,3300,3300,05-08-2024,Bank Transfer
31446,446,01-08-2024,2000,0,2000,2000,23-08-2024,Card
31447,447,01-08-2024,4000,1200,5200,5200,01-08-2024,UPI
31448,448,01-08-2024,4000,1600,5600,2414.711392,10-08-2024,Card
31449,449,01-08-2024,4000,0,4000,0,,Cash
31450,450,01-08-2024,2000,1600,3600,3600,05-08-2024,Bank Transfer
31451,451,01-08-2024,2500,0,2500,2500,20-08-2024,Cash
31452,452,01-08-2024,2000,1200,3200,3200,04-08-2024,Cash
31453,453,01-08-2024,2000,0,2000,2000,05-08-2024,UPI
31454,454,01-08-2024,2000,800,2800,2800,03-08-2024,UPI
31455,455,01-08-2024,1500,800,2300,2300,13-08-2024,Cash
31456,456,01-08-2024,2500,1600,4100,4100,02-08-2024,Bank Transfer
31457,457,01-08-2024,2500,0,2500,2500,03-08-2024,Cash
31458,458,01-08-2024,2000,0,2000,2000,05-08-2024,Bank Transfer
31459,459,01-08-2024,1500,800,2300,2300,23-08-2024,UPI
31460,460,01-08-2024,4000,1200,5200,5200,04-08-2024,UPI
31461,461,01-08-2024,3200,0,3200,3200,16-08-2024,Cash
31462,462,01-08-2024,1500,1200,2700,1652.763901,06-08-2024,Card
31463,463,01-08-2024,1500,0,1500,1500,02-08-2024,Card
31464,464,01-08-2024,2500,0,2500,1392.104381,02-08-2024,UPI
31465,465,01-08-2024,1500,1600,3100,3100,02-08-2024,UPI
31466,466,01-08-2024,4000,1200,5200,5200,01-08-2024,UPI
31467,467,01-08-2024,3200,1600,4800,4800,04-08-2024,Cash
31468,468,01-08-2024,2500,1200,3700,3700,15-08-2024,Card
31469,469,01-08-2024,3200,0,3200,3200,03-08-2024,Cash
31470,470,01-08-2024,2000,1600,3600,3600,05-08-2024,Cash
31471,471,01-08-2024,3200,0,3200,3200,01-08-2024,UPI
31472,472,01-08-2024,2000,800,2800,988.2607178,04-08-2024,Card
31473,473,01-08-2024,2500,0,2500,2500,05-08-2024,Bank Transfer
31474,474,01-08-2024,3200,1200,4400,4400,01-08-2024,Bank Transfer
31475,475,01-08-2024,4000,800,4800,4800,04-08-2024,Cash
31476,476,01-08-2024,2000,800,2800,2800,03-08-2024,Bank Transfer
31477,477,01-08-2024,1500,0,1500,1500,05-08-2024,Cash
31478,478,01-08-2024,3200,1600,4800,4800,21-08-2024,Card
31479,479,01-08-2024,3200,0,3200,3200,01-08-2024,UPI
31480,480,01-08-2024,1500,800,2300,2300,11-08-2024,Cash
31481,481,01-08-2024,1500,800,2300,2300,01-08-2024,Card
31482,482,01-08-2024,2000,1600,3600,3600,05-08-2024,Bank Transfer
31483,483,01-08-2024,3200,1200,4400,4400,02-08-2024,UPI
31484,484,01-08-2024,2500,1600,4100,4100,05-08-2024,Cash
31485,485,01-08-2024,2000,0,2000,2000,01-08-2024,Bank Transfer
31486,486,01-08-2024,1500,0,1500,1500,05-08-2024,Card
31487,487,01-08-2024,2500,0,2500,2500,04-08-2024,Card
31488,488,01-08-2024,2000,0,2000,2000,01-08-2024,Card
31489,489,01-08-2024,2000,1200,3200,3200,26-08-2024,Cash
31490,490,01-08-2024,2500,1200,3700,3700,04-08-2024,Card
31491,491,01-08-2024,1500,1600,3100,3100,01-08-2024,Cash
31492,492,01-08-2024,4000,0,4000,4000,05-08-2024,Cash
31493,493,01-08-2024,3200,800,4000,4000,03-08-2024,Bank Transfer
31494,494,01-08-2024,1500,1200,2700,2700,02-08-2024,UPI
31495,495,01-08-2024,2000,800,2800,2800,04-08-2024,Cash
31496,496,01-08-2024,2000,1600,3600,2457.714495,10-08-2024,UPI
31497,497,01-08-2024,3200,0,3200,3200,03-08-2024,Bank Transfer
31498,498,01-08-2024,4000,0,4000,4000,05-08-2024,Card
31499,499,01-08-2024,2000,1200,3200,3200,01-08-2024,UPI
31500,500,01-08-2024,1500,0,1500,1500,03-08-2024,Cash
31501,501,01-08-2024,2000,1600,3600,3600,01-08-2024,Cash
31502,502,01-08-2024,2000,800,2800,2800,03-08-2024,Bank Transfer
31503,503,01-08-2024,4000,1200,5200,5200,25-08-2024,Card
31504,504,01-08-2024,3200,1200,4400,4400,05-08-2024,Bank Transfer
31505,505,01-08-2024,3200,800,4000,4000,01-08-2024,Card
31506,506,01-08-2024,2000,0,2000,2000,04-08-2024,Card
31507,507,01-08-2024,2500,1600,4100,4100,04-08-2024,UPI
31508,508,01-08-2024,2000,0,2000,2000,01-08-2024,Card
31509,509,01-08-2024,1500,1200,2700,2700,05-08-2024,Cash
31510,510,01-08-2024,2000,800,2800,2800,02-08-2024,Bank Transfer
31511,511,01-08-2024,2500,1600,4100,4100,12-08-2024,Card
31512,512,01-08-2024,3200,800,4000,4000,21-08-2024,Cash
31513,513,01-08-2024,3200,1600,4800,4800,04-08-2024,Cash
31514,514,01-08-2024,2000,0,2000,2000,01-08-2024,Bank Transfer
31515,515,01-08-2024,2000,1600,3600,3600,01-08-2024,Card
31516,516,01-08-2024,2000,1600,3600,2425.344122,10-08-2024,UPI
31517,517,01-08-2024,1500,800,2300,2300,01-08-2024,Card
31518,518,01-08-2024,2000,800,2800,2800,05-08-2024,Bank Transfer
31519,519,01-08-2024,3200,800,4000,4000,01-08-2024,Cash
31520,520,01-08-2024,3200,1600,4800,4800,01-08-2024,Cash
31521,521,01-08-2024,1500,800,2300,2300,02-08-2024,UPI
31522,522,01-08-2024,3200,1200,4400,4400,03-08-2024,UPI
31523,523,01-08-2024,1500,1600,3100,3100,05-08-2024,Bank Transfer
31524,524,01-08-2024,2500,1200,3700,3700,02-08-2024,UPI
31525,525,01-08-2024,2000,800,2800,2800,02-08-2024,Cash
